,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
15172,4,1,4,2,4,1,3,3,4,4,2,5,5,5,4,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0
15173,3,3,4,2,4,2,4,4,3,4,4,3,4,3,3,3.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0
15174,3,1,4,3,5,1,4,4,3,3,3,4,4,2,3,3.0,5.0,3.0,3.0,3.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,1.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0
15175,3,3,4,5,4,3,1,5,1,5,1,3,4,3,3,3.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0
15176,1,5,1,1,1,5,2,5,1,5,2,4,5,1,5,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,5.0,1.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0
15177,3,2,4,3,4,2,3,4,3,4,3,4,3,4,3,2.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,3.0,4.0,5.0
15178,4,3,2,4,4,2,3,2,3,3,3,2,4,3,4,2.0,4.0,3.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0
15179,4,1,5,2,5,1,5,2,5,2,2,4,4,2,2,2.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0
15180,3,2,3,5,4,4,2,2,5,2,3,2,2,2,1,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0
15181,4,1,5,2,5,2,5,3,4,1,3,4,4,2,4,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0
15182,4,3,4,3,3,3,3,3,3,3,4,3,4,2,2,2.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0
15183,3,5,3,4,3,3,2,4,2,5,4,2,5,4,4,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0
15184,3,2,4,5,2,4,3,4,2,4,4,4,4,4,1,2.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,4.0
15185,3,1,3,2,5,1,3,2,5,2,5,2,5,2,3,2.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0
15186,4,3,4,2,4,4,4,2,5,4,5,2,4,4,4,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0
15187,3,2,4,2,2,2,4,3,4,4,3,2,5,3,4,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0
15188,1,5,3,4,2,2,1,5,2,5,2,4,5,4,1,3.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,4.0
15189,3,4,4,4,4,2,3,2,3,4,4,4,4,2,2,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0
15190,5,1,5,2,3,2,4,3,5,4,2,4,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0
15191,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
15192,3,3,5,3,5,2,3,4,2,3,1,5,3,1,4,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0
15193,3,4,5,2,4,2,4,4,2,4,2,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,5.0
15194,2,3,4,4,2,2,2,5,1,4,4,2,5,3,2,3.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0
15195,5,2,5,3,4,2,3,2,5,2,3,2,1,3,5,5.0,5.0,4.0,4.0,3.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,4.0,5.0
15196,1,5,1,1,3,3,1,5,1,5,3,2,4,1,3,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0
15197,2,3,3,4,3,1,1,3,4,5,5,2,5,2,3,5.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0
15198,4,1,5,2,5,1,5,1,5,1,2,4,3,4,1,2.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,5.0,3.0,2.0,1.0,5.0,1.0,3.0,1.0,5.0,2.0,3.0,5.0
15199,3,4,2,5,2,2,5,4,1,5,3,4,4,2,3,4.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,5.0
15200,2,3,3,4,2,1,2,4,4,3,1,5,1,5,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,3.0,5.0,5.0
15201,3,4,2,3,3,3,2,3,3,4,5,2,5,2,5,4.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,2.0,4.0,1.0,5.0,3.0,5.0,5.0
15202,3,2,5,3,5,1,4,3,4,3,5,5,2,3,5,2.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,1.0,5.0,3.0,4.0,5.0
15203,1,4,4,4,1,2,2,4,3,5,4,2,4,4,4,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,5.0
15204,2,4,2,3,4,2,2,4,3,5,2,5,3,2,1,1.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
15205,4,1,4,1,5,1,4,2,5,2,3,4,2,4,5,2.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0
15206,3,1,5,2,4,2,4,4,2,4,5,2,5,3,3,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0
15207,2,2,4,2,4,2,5,5,1,3,4,4,4,2,4,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0
15208,1,2,4,4,4,2,1,5,4,2,2,4,2,4,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,5.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0
15209,2,5,4,4,3,4,2,4,4,4,4,4,4,1,2,2.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0
15210,4,2,4,2,4,2,3,4,2,3,2,3,2,4,2,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0
15211,2,2,4,3,4,2,2,4,2,4,3,5,4,4,3,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,4.0,2.0,3.0,5.0
15212,5,3,4,2,4,2,5,4,4,4,1,4,1,4,4,1.0,2.0,2.0,4.0,1.0,2.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0
15213,2,4,4,4,2,4,3,4,2,4,1,5,2,3,2,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0
15214,5,1,4,2,5,2,4,3,3,1,4,3,2,3,3,3.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,0.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0
15215,1,4,2,5,1,4,1,5,1,5,3,4,3,5,4,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,3.0,4.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,3.0
15216,4,2,4,2,5,1,4,3,3,3,3,4,3,3,3,2.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,3.0
15217,2,1,1,4,1,2,1,4,2,5,2,5,4,3,5,3.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0,3.0,5.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0
15218,4,3,2,4,2,4,1,5,1,5,5,1,5,1,1,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0
15219,4,1,5,2,5,1,5,4,4,2,4,4,5,3,1,5.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0
15220,4,1,5,2,5,1,4,2,5,2,2,0,4,3,3,4.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0
15221,2,5,1,5,3,3,3,3,3,5,5,2,5,1,5,5.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,3.0,5.0,2.0,5.0,1.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,4.0
15222,2,2,4,4,3,2,2,4,3,5,2,4,2,4,2,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,1.0,4.0,2.0,5.0,3.0,4.0,4.0
15223,3,1,4,3,4,2,3,2,4,3,4,4,5,2,5,3.0,4.0,3.0,3.0,0.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,0.0,5.0,2.0,4.0,1.0,5.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0
15224,5,3,5,3,5,3,5,3,5,3,3,3,5,3,3,3.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0
15225,1,5,2,5,1,3,1,4,3,5,3,3,3,2,3,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,0.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0
15226,2,3,2,3,2,1,4,3,2,5,2,3,4,2,2,2.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,1.0,3.0,2.0,4.0,5.0,2.0,2.0,0.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0
15227,2,3,4,3,4,2,4,3,3,3,4,4,4,3,1,3.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0
15228,3,2,5,1,5,2,5,3,2,3,2,2,2,5,2,1.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,3.0,5.0
15229,4,2,4,3,4,1,4,2,4,4,5,4,5,1,2,4.0,4.0,3.0,3.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0
15230,4,2,4,2,5,2,4,2,5,2,4,3,4,1,5,3.0,3.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0
15231,3,4,3,3,4,2,4,4,3,3,2,4,4,1,4,2.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,5.0,5.0
15232,2,4,3,4,3,3,3,4,2,4,4,4,4,2,4,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
15233,3,4,4,4,4,5,3,3,4,3,3,4,4,3,2,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0
15234,1,4,2,4,1,3,1,4,1,5,4,3,5,2,3,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,0.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0
15235,3,3,4,3,4,3,4,2,4,3,4,4,5,3,4,2.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,3.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,5.0,3.0,4.0
15236,1,5,2,4,2,3,3,4,2,4,4,3,4,3,3,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0
15237,4,2,4,2,4,2,4,4,3,3,2,5,2,1,5,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0
15238,4,1,4,2,3,2,3,3,5,3,4,3,4,2,4,4.0,4.0,2.0,5.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0
15239,1,2,1,4,2,3,1,4,2,5,5,3,5,1,3,5.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0
15240,1,5,1,5,1,1,1,5,1,5,1,1,5,3,3,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0
15241,3,4,3,3,2,2,3,5,3,3,3,4,5,2,3,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0
15242,2,2,4,2,3,2,1,4,3,4,4,3,4,3,3,1.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0
15243,3,3,3,3,4,4,4,4,1,5,4,3,4,2,3,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0
15244,1,4,2,4,1,2,1,5,1,5,5,3,5,3,3,4.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0
15245,1,4,3,4,2,2,1,4,2,5,4,2,4,1,3,3.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0
15246,4,3,4,4,2,2,4,3,4,3,4,3,4,2,1,2.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0
15247,3,3,4,4,4,3,3,3,4,4,4,4,4,2,4,2.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0
15248,3,2,4,3,4,2,4,2,3,2,3,4,4,4,2,1.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0
15249,3,4,4,2,4,2,4,2,4,4,3,2,4,2,2,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0
15250,4,1,5,2,5,1,5,5,3,1,3,3,5,5,4,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0
