Date,No.,N / S,C / Rn,C / Rs,C / R,Wolf,                                                       Notes
21 Apr 1858,260,S,,16,51,31,
22 Apr 1858,258,N,23,,,,See note for 20 Apr.
22 Apr 1858,260,S,,16,,,
22 Apr 1858,261,S,,14,53,45,
24 Apr 1858,260,S,,18,,,
24 Apr 1858,261,S,,21,39,42,
25 Apr 1858,260,S,,13,,,
25 Apr 1858,261,S,,23,36,36,
26 Apr 1858,260,S,,16,,,
26 Apr 1858,261,S,,30,46,50,Today's drawing difficult to interpret.
28 Apr 1858,260,S,,11,,,
28 Apr 1858,261,S,,28,,,See note for 26 Apr.
28 Apr 1858,262,S,,14,,,"C: ""Appears to be two separate groups"". One group today."
28 Apr 1858,263,N,11,,64,49,
,,,,,,,"Rn = 13.5, Rs = 31.2, R = 44.7."
3 May 1858,261,S,,12,,,Not shown on sequence. Close to limb.
3 May 1858,262,S,,43,,,Three groups today.
3 May 1858,264,N,14,,69,47,
5 May 1858,264,N,14,,,,
5 May 1858,262,S,,44,58,50,See note for 3 May.
7 May 1858,262,S,,11,,,Not shown on sequence. Very close to limb. Single measure today.
7 May 1858,264,N,15,,26,30,
9 May 1858,264,N,13,,13,8,
10 May 1858,265,S,,12,,,
10 May 1858,267,S,,12,24,45,
13 May 1858,267,S,,23,23,15,Sequence drawing shows two groups today.
16 May 1858,266,N,13,,,,
16 May 1858,267,S,,17,30,23,
18 May 1858,266,N,19,,,,
18 May 1858,267,S,,11,,,
18 May 1858,268,S,,14,44,47,
19 May 1858,266,N,12,,,,Today's drawing difficult to interpret.
19 May 1858,267,S,,11,,,
19 May 1858,268,S,,12,,,
19 May 1858,269,S,,13,48,56,
21 May 1858,268,S,,15,,,
21 May 1858,269,S,,16,31,36,
23 May 1858,268,S,,23,,,
23 May 1858,269,S,,25,48,36,
26 May 1858,268,S,,14,,,
26 May 1858,269,S,,16,,,
26 May 1858,270,S,,14,,,
26 May 1858,271,N,16,,,,
26 May 1858,272,S,,12,72,89,
29 May 1858,269,S,,15,,,
29 May 1858,270,S,,11,,,
29 May 1858,272,S,,19,,,
29 May 1858,274,S,,11,,,
29 May 1858,271,N,20,,76,87,
30 May 1858,269,S,,18,,,
30 May 1858,270,S,,11,,,
30 May 1858,272,S,,21,,,
30 May 1858,271,N,26,,76,48,
31 May 1858,269,S,,14,,,
31 May 1858,272,S,,20,,,Today's drawing difficult to interpret.
31 May 1858,271,N,19,,,,
31 May 1858,275,S,,16,69,72,
,,,,,,,"Rn = 12.1, Rs = 35.1, R = 47.2."
3 Jun 1858,272,S,,18,,,Today's drawing difficult to interpret.
3 Jun 1858,273,S,,12,,,
3 Jun 1858,275,S,,24,54,73,Today's drawing difficult to interpret.
4 Jun 1858,272,S,,13,,,
4 Jun 1858,273,S,,15,,,
4 Jun 1858,275,S,,40,68,50,Today's drawing difficult to interpret.
6 Jun 1858,275,S,,25,,,
6 Jun 1858,278,N,11,,36,43,"C: ""Two groups under this number"". Only one ever visible at a time."
7 Jun 1858,275,S,,29,,,
7 Jun 1858,278,N,13,,42,41,See note for 6 Jun.
8 Jun 1858,275,S,,23,,,
8 Jun 1858,276,S,,12,,,
8 Jun 1858,278,N,12,,47,34,See note for 6 Jun.
9 Jun 1858,275,S,,18,,,
9 Jun 1858,278,N,11,,29,32,See note for 6 Jun.
12 Jun 1858,281,S,,11,11,14,
13 Jun 1858,281,S,,11,11,14,
14 Jun 1858,277,N,11,,,,
14 Jun 1858,278,N,15,,,,See note for 6 Jun.
14 Jun 1858,281,S,,11,37,38,
15 Jun 1858,279,S,,12,,,
15 Jun 1858,278,N,16,,,,See note for 6 Jun.
15 Jun 1858,281,S,,11,39,28,
16 Jun 1858,279,S,,11,,,
16 Jun 1858,278,N,17,,,,See note for 6 Jun.
16 Jun 1858,281,S,,11,39,28,
19 Jun 1858,281,S,,11,,,
19 Jun 1858,280,N,11,,,,Not shown on rotation chart. Single measure on single occasion.
19 Jun 1858,285,N,15,,37,38,
21 Jun 1858,281,S,,11,,,
21 Jun 1858,282,S,,11,,,
21 Jun 1858,283,N,11,,,,
21 Jun 1858,285,N,19,,,,
21 Jun 1858,286,S,,11,,,No sequence. 2 dots shown on rotation chart. Single measure on three occasions.
21 Jun 1858,287,S,,12,75,76,"No measure today, but today's sequence clearly shows 2 dots. Very close to limb."
22 Jun 1858,281,S,,11,,,
22 Jun 1858,282,S,,11,,,
22 Jun 1858,285,N,15,,,,
22 Jun 1858,288,N,11,,,,
22 Jun 1858,286,S,,11,,,See note for 21 Jun.
22 Jun 1858,287,S,,13,72,57,
23 Jun 1858,284,S,,11,,,
23 Jun 1858,285,N,22,,,,
23 Jun 1858,287,S,,12,45,46,
25 Jun 1858,284,S,,12,,,
25 Jun 1858,286,S,,11,,,
25 Jun 1858,285,N,15,,,,
25 Jun 1858,287,S,,17,55,39,
26 Jun 1858,284,S,,15,,,
26 Jun 1858,287,S,,14,,,
26 Jun 1858,289,S,,12,,,
26 Jun 1858,291,S,,12,53,62,
27 Jun 1858,284,S,,13,,,
27 Jun 1858,289,S,,15,,,
27 Jun 1858,291,S,,13,,,
27 Jun 1858,292,S,,22,63,51,"Not on sequence. 2 measures, counted as 2 groups. See later notes for 292."
29 Jun 1858,286,S,,11,,,See note for 21 Jun.
29 Jun 1858,287,S,,12,,,
29 Jun 1858,289,S,,14,,,
29 Jun 1858,285,N,11,,,,
29 Jun 1858,291,S,,12,,,
29 Jun 1858,292,S,,34,94,68,"C: ""May be treated as three detached spots"". Three groups today."
30 Jun 1858,287,S,,11,,,"No measure today, but clearly shown on today's sequence drawing."
30 Jun 1858,289,S,,14,,,Today's drawing difficult to interpret.
30 Jun 1858,291,S,,11,,,
30 Jun 1858,292,S,,35,,,See note for 29 Jun.
30 Jun 1858,293,S,,11,82,99,"C: ""Two groups under this number"". Only one seen today."
,,,,,,,"Rn = 11.8, Rs = 37.7, R = 49.5."
1 Jul 1858,289,S,,15,,,
1 Jul 1858,290,S,,13,,,"Extremely high latitude. C: ""The lowest South spot observed by me."""
1 Jul 1858,291,S,,12,,,
1 Jul 1858,292,S,,35,,,See note for 29 Jun.
1 Jul 1858,293,S,,11,86,82,See note for 30 Jun.
2 Jul 1858,289,S,,12,,,
2 Jul 1858,290,S,,14,,,
2 Jul 1858,291,S,,11,,,
2 Jul 1858,292,S,,38,,,See note for 29 Jun.
2 Jul 1858,293,S,,22,97,79,Two groups today.
4 Jul 1858,289,S,,11,,,Not on sequence. Very close to limb (see also whole disc drawing). Single measure.
4 Jul 1858,290,S,,12,,,
4 Jul 1858,291,S,,11,,,
4 Jul 1858,292,S,,34,,,"See note for 29 Jun. Whole disc drawing shows 5 spots, not 4."
4 Jul 1858,293,S,,31,,,See note for 2 Jul.
4 Jul 1858,295,S,,22,121,90,"Appears to include 3 groups, of which 2 visible today."
6 Jul 1858,291,S,,11,,,
6 Jul 1858,292,S,,11,,,Single group today.
6 Jul 1858,293,S,,30,,,See note for 2 Jul.
6 Jul 1858,295,S,,29,81,69,See note for 4 Jul.
8 Jul 1858,293,S,,20,,,Single group today.
8 Jul 1858,295,S,,32,,,See note for 4 Jul.
8 Jul 1858,296,S,,25,,,Counted as two groups.
8 Jul 1858,297,S,,11,88,87,"C: ""Two groups"". One visible today."
11 Jul 1858,293,S,,11,,,See note for 8 Jul.
11 Jul 1858,295,S,,43,,,Three groups today.
11 Jul 1858,296,S,,23,,,See note for 8 Jul.
11 Jul 1858,297,S,,25,102,74,Two groups today. See note for 8 Jul.
12 Jul 1858,294,N,11,,,,
12 Jul 1858,295,S,,39,,,See note for 11 Jul.
12 Jul 1858,296,S,,24,,,See note for 8 Jul.
12 Jul 1858,297,S,,25,99,65,See note for 11 Jul.
14 Jul 1858,295,S,,24,,,Two groups today.
14 Jul 1858,296,S,,24,,,See note for 8 Jul.
14 Jul 1858,297,S,,22,70,37,See note for 11 Jul.
15 Jul 1858,295,S,,23,,,See note for 14 Jul.
15 Jul 1858,296,S,,25,,,See note for 8 Jul.
15 Jul 1858,297,S,,11,,,One group today.
15 Jul 1858,299,N,22,,81,51,Appears to include 2 groups.
17 Jul 1858,296,S,,22,,,See note for 8 Jul.
17 Jul 1858,297,S,,11,,,See note for 15 Jul.
17 Jul 1858,299,N,24,,57,49,See note for 15 Jul.
20 Jul 1858,298,S,,13,,,Observed once. Single measure. Rotation chart shows 3 spots.
20 Jul 1858,299,N,33,,,,See note for 15 Jul.
20 Jul 1858,300,S,,11,57,41,"Observed twice. Single measure on both occasions, but rotation chart shows 6 spots."
25 Jul 1858,299,N,23,,,,
25 Jul 1858,300,S,,11,,,See note for 20 Jul.
25 Jul 1858,301,S,,12,,,
25 Jul 1858,302,S,,12,58,74,
,,,,,,,"Rn = 9.4, Rs = 73.7, R = 83.1."
1 Aug 1858,303,S,,17,,,Observed once. Two measures but rotation chart shows 7 dots.
1 Aug 1858,304,S,,11,28,31,
4 Aug 1858,304,S,,12,,,
4 Aug 1858,306,S,,17,29,11,
7 Aug 1858,304,S,,12,,,
7 Aug 1858,306,S,,36,,,Two groups today.
7 Aug 1858,305,N,16,,64,32,
8 Aug 1858,306,S,,27,,,See note for 7 Aug.
8 Aug 1858,305,N,22,,49,62,
15 Aug 1858,307,S,,13,,,Observed once. Single measure but rotation chart shows 3 dots.
15 Aug 1858,310,N,44,,57,50,Appears to include 3 groups.
19 Aug 1858,308,S,,13,,,Observed once. Single measure but rotation chart shows 3 dots.
19 Aug 1858,309,S,,24,,,
19 Aug 1858,311,S,,12,,,One measure but rotation chart shows 2 dots.
19 Aug 1858,312,N,11,,,,
19 Aug 1858,310,N,33,,,,Two groups today.
19 Aug 1858,313,N,11,,104,77,
22 Aug 1858,309,S,,24,,,Two groups today.
22 Aug 1858,310,N,32,,,,See note for 19 Aug.
22 Aug 1858,315,S,,22,78,46,Appears to include 2 groups.
23 Aug 1858,309,S,,11,,,Single group today.
23 Aug 1858,310,N,27,,,,See note for 19 Aug.
23 Aug 1858,315,S,,29,,,See note for 22 Aug.
23 Aug 1858,314,N,12,,79,44,
26 Aug 1858,315,S,,42,,,C's drawing difficult to interpret.
26 Aug 1858,316,S,,11,,,
26 Aug 1858,317,S,,11,,,
26 Aug 1858,318,N,11,,,,
26 Aug 1858,314,N,12,,87,48,
,,,,,,,"Rn = 25.7, Rs = 38.2, R = 63.9."
5 Sep 1858,318,N,17,,,,
5 Sep 1858,319,S,,25,,,
5 Sep 1858,320,S,,25,,,
5 Sep 1858,321,S,,11,,,
5 Sep 1858,322,N,13,,91,81,Observed once. Single measure but rotation chart shows 3 spots.
8 Sep 1858,319,S,,15,,,
8 Sep 1858,320,S,,23,,,
8 Sep 1858,321,S,,12,,,
8 Sep 1858,323,S,,14,,,
8 Sep 1858,324,S,,12,,,
8 Sep 1858,327,S,,12,88,101,
12 Sep 1858,323,S,,14,,,
12 Sep 1858,324,S,,15,,,
12 Sep 1858,327,S,,20,,,
12 Sep 1858,326,S,,11,,,
12 Sep 1858,330,S,,12,,,
12 Sep 1858,328,N,19,,91,85,
15 Sep 1858,325,N,16,,,,"Two measures, but rotation chart shows 6 spots."
15 Sep 1858,328,N,16,,,,
15 Sep 1858,327,S,,15,,,
15 Sep 1858,330,S,,11,,,
15 Sep 1858,329,S,,11,,,
15 Sep 1858,331,S,,11,80,96,
24 Sep 1858,331,S,,24,,,Two groups today.
24 Sep 1858,332,S,,23,,,No sequence. Three measures. Two groups today.
24 Sep 1858,333,S,,17,64,41,
26 Sep 1858,332,S,,11,,,Single measure today.
26 Sep 1858,333,S,,13,,,
26 Sep 1858,334,S,,14,38,40,
,,,,,,,"Rn = 13.5, Rs = 61.8, R = 75.3."
1 Oct 1858,333,S,,24,,,
1 Oct 1858,335,N,13,,,,
1 Oct 1858,337,S,,20,,,
1 Oct 1858,334,S,,42,,,Two groups today. C's drawing difficult to interpret.
1 Oct 1858,336,S,,11,110,84,
3 Oct 1858,334,S,,45,,,See note for 1 Oct.
3 Oct 1858,336,S,,11,,,
3 Oct 1858,333,S,,29,,,
3 Oct 1858,335,N,11,,,,
3 Oct 1858,337,S,,19,115,111,
10 Oct 1858,337,S,,15,,,
10 Oct 1858,338,N,18,,,,Observed once. Rotation chart shows 8 spots.
10 Oct 1858,339,S,,58,,,Observed once. Rotation chart shows 18 spots in 4 groups.
10 Oct 1858,341,N,21,,112,81,
17 Oct 1858,341,N,19,,,,
17 Oct 1858,340,S,,29,,,Observed once. Rotation chart shows 9 spots in 2 groups.
17 Oct 1858,344,S,,12,,,Observed once. Single measure but rotation chart shows 2 spots.
17 Oct 1858,345,S,,16,76,66,
21 Oct 1858,341,N,12,,,,
21 Oct 1858,345,S,,17,,,
21 Oct 1858,346,S,,25,,,Observed once. Rotation chart shows 5 spots in 2 groups.
21 Oct 1858,347,S,,18,,,
21 Oct 1858,348,N,17,,89,89,
29 Oct 1858,349,S,,11,,,
29 Oct 1858,350,S,,20,,,
29 Oct 1858,351,S,,16,,,
29 Oct 1858,352,N,11,,,,
29 Oct 1858,353,N,18,,76,86,
31 Oct 1858,350,S,,19,,,
31 Oct 1858,351,S,,17,,,
31 Oct 1858,352,N,11,,,,
31 Oct 1858,353,N,32,,79,69,
,,,,,,,"Rn = 26.1, Rs = 67.7, R = 93.8."
7 Nov 1858,353,N,14,,,,
7 Nov 1858,355,S,,39,,,"C: ""A very large group, or perhaps two"". Counted as 2 groups."
7 Nov 1858,354,N,12,,,,Rotation chart shows 2 dots.
7 Nov 1858,357,N,11,,76,69,
11 Nov 1858,355,S,,42,,,See note for 7 Nov.
11 Nov 1858,356,S,,12,,,
11 Nov 1858,357,N,11,,,,
11 Nov 1858,358,S,,11,,,No sequence. Observed twice. Single measure. More than 1 spot on rotation chart.
11 Nov 1858,359,N,11,,87,85,
12 Nov 1858,355,S,,37,,,
12 Nov 1858,356,S,,11,,,
12 Nov 1858,357,N,11,,,,
12 Nov 1858,358,S,,11,70,67,See note for 11 Nov.
21 Nov 1858,360,S,,12,,,Rotation chart shows 2 dots.
21 Nov 1858,361,N,11,,,,
21 Nov 1858,362,S,,14,,,No sequence. Observed once. Rotation chart difficult to interpret.
21 Nov 1858,363,S,,11,48,50,
28 Nov 1858,363,S,,11,,,
28 Nov 1858,364,S,,11,,,
28 Nov 1858,365,N,24,,,,Observed once. 3 measures. Rotation chart shows 4 spots in 2 groups.
28 Nov 1858,366,S,,32,,,Two groups today.
28 Nov 1858,367,S,,15,93,64,
,,,,,,,"Rn = 21.0, Rs = 53.8, R = 74.8."
5 Dec 1858,366,S,,22,,,Single group today.
5 Dec 1858,367,S,,17,,,
5 Dec 1858,369,N,14,,,,
5 Dec 1858,368,S,,14,,,
5 Dec 1858,370,S,,45,112,89,Observed once. Rotation chart shows 2 groups but is very difficult to interpret.
19 Dec 1858,371,N,11,,,,
19 Dec 1858,372,N,16,,,,
19 Dec 1858,373,S,,25,,,
19 Dec 1858,374,S,,12,64,62,
22 Dec 1858,372,N,21,,,,
22 Dec 1858,373,S,,16,,,
22 Dec 1858,374,S,,14,,,
22 Dec 1858,376/8,S,,23,74,61,"Two groups, counted as such (i.e. g = 20)."
26 Dec 1858,375,N,14,,,,
26 Dec 1858,374,S,,12,,,
26 Dec 1858,376/8,S,,34,60,39,See note for 22 Dec.
27 Dec 1858,375,N,19,,,,
27 Dec 1858,374,S,,12,,,
27 Dec 1858,376/8,S,,36,,,See note for 22 Dec.
27 Dec 1858,377,S,,12,,,
27 Dec 1858,382,N,11,,90,80,No sequence. One measure. Rotation chart shows many scattered dots.
,,,,,,,"Rn = 21.2, Rs = 58.8, R = 80.0."
2 Jan 1859,376/8,S,,22,,,Two groups.
2 Jan 1859,380,S,,17,,,
2 Jan 1859,381,S,,31,,,
2 Jan 1859,383,S,,11,,,
2 Jan 1859,379,N,27,,,,"No sequence for 379 and 382. C: ""Two singular groups of dots""."
2 Jan 1859,382,N,56,,164,88,See above.
9 Jan 1859,384,S,,14,,,
9 Jan 1859,385,N,11,,,,
9 Jan 1859,386,S,,54,,,
9 Jan 1859,387,N,28,,,,
9 Jan 1859,389,S,,12,119,89,
14 Jan 1859,385,N,22,,,,
14 Jan 1859,386,S,,42,,,
14 Jan 1859,387,N,20,,,,
14 Jan 1859,388,S,,11,,,
14 Jan 1859,389,S,,26,121,80,
16 Jan 1859,385,N,21,,,,
16 Jan 1859,386,S,,30,,,
16 Jan 1859,387,N,20,,,,
16 Jan 1859,389,S,,19,,,
16 Jan 1859,390,S,,12,,,
16 Jan 1859,391,S,,12,,,
16 Jan 1859,392,N,12,,126,77,
20 Jan 1859,387,N,11,,,,
20 Jan 1859,389,S,,16,,,
20 Jan 1859,391,S,,12,,,
20 Jan 1859,392,N,12,,,,
20 Jan 1859,393,S,,27,,,
20 Jan 1859,394,S,,11,89,71,
,,,,,,,"Rn = 48.0, Rs = 75.8, R = 123.8."
3 Feb 1859,395,N,11,,,,
3 Feb 1859,396,N,22,,,,
3 Feb 1859,397,S,,12,,,
3 Feb 1859,398,N,11,,,,
3 Feb 1859,399,S,,12,,,
3 Feb 1859,401,S,,12,,,
3 Feb 1859,400,N,12,,92,55,
24 Feb 1859,402,S,,22,,,
24 Feb 1859,403,S,,17,,,
24 Feb 1859,404,S,,12,,,
24 Feb 1859,405,S,,11,,,
24 Feb 1859,406,S,,13,,,
24 Feb 1859,407,N,13,,88,85,
,,,,,,,"Rn = 34.5, Rs = 55.5, R = 90.0."
3 Mar 1859,407,N,24,,,,
3 Mar 1859,406,S,,11,,,
3 Mar 1859,408,N,11,,,,
3 Mar 1859,411,S,,11,57,75,
6 Mar 1859,407,N,14,,,,
6 Mar 1859,408,N,12,,,,
6 Mar 1859,412,N,16,,,,
6 Mar 1859,413,N,11,,,,
6 Mar 1859,409,N,11,,64,60,Very high latitude spot.
8 Mar 1859,408,N,11,,,,
8 Mar 1859,412,N,14,,,,
8 Mar 1859,410,N,13,,,,See note for this spot on 9 Mar.
8 Mar 1859,413,N,13,,51,37,
9 Mar 1859,408,N,11,,,,
9 Mar 1859,412,N,14,,,,
9 Mar 1859,413,N,19,,,,
9 Mar 1859,415,S,,12,,,
9 Mar 1859,410,N,13,,,,No daily sequence drawing - presumed to have remained unchanged.
9 Mar 1859,414,S,,13,82,76,
10 Mar 1859,408,N,11,,,,
10 Mar 1859,411,S,,11,,,
10 Mar 1859,412,N,12,,,,
10 Mar 1859,413,N,22,,,,
10 Mar 1859,414,S,,17,,,
10 Mar 1859,415,S,,15,88,83,
11 Mar 1859,411,S,,11,,,
11 Mar 1859,412,N,12,,,,
11 Mar 1859,414,S,,11,,,
11 Mar 1859,413,N,19,,,,
11 Mar 1859,415,S,,13,66,67,
18 Mar 1859,416,N,15,,,,
18 Mar 1859,415,S,,21,,,
18 Mar 1859,417,S,,17,,,
18 Mar 1859,418,N,19,,,,
18 Mar 1859,419,S,,21,,,
18 Mar 1859,420,S,,18,111,149,
19 Mar 1859,415,S,,17,,,
19 Mar 1859,416,N,20,,,,
19 Mar 1859,417,S,,18,,,
19 Mar 1859,418,N,26,,,,
19 Mar 1859,419,S,,19,,,
19 Mar 1859,420,S,,18,118,92,
20 Mar 1859,416,N,16,,,,
20 Mar 1859,415,S,,18,,,
20 Mar 1859,418,N,24,,,,
20 Mar 1859,417,S,,26,,,
20 Mar 1859,419,S,,23,,,
20 Mar 1859,420,S,,19,,,
20 Mar 1859,421,N,13,,139,92,
22 Mar 1859,417,S,,12,,,
22 Mar 1859,418,N,16,,,,
22 Mar 1859,419,S,,22,,,
22 Mar 1859,420,S,,16,,,
22 Mar 1859,421,N,19,,85,102,
31 Mar 1859,421,N,20,,,,
31 Mar 1859,422,N,12,,,,
31 Mar 1859,423,S,,18,,,
31 Mar 1859,425,N,12,,,,
31 Mar 1859,427,S,,26,,,
31 Mar 1859,429,S,,12,100,99,
,,,,,,,"Rn =45.0, Rs = 42.4, R = 87.4."
1 Apr 1859,421,N,13,,,,
1 Apr 1859,422,N,11,,,,
1 Apr 1859,423,S,,14,,,
1 Apr 1859,425,N,11,,,,
1 Apr 1859,424,S,,14,,,
1 Apr 1859,427,S,,23,,,
1 Apr 1859,429,S,,12,98,73,
3 Apr 1859,425,N,11,,,,
3 Apr 1859,426,N,11,,,,
3 Apr 1859,423,S,,11,,,
3 Apr 1859,427,S,,23,56,45,
7 Apr 1859,428,S,,12,,,
7 Apr 1859,429,S,,19,,,
7 Apr 1859,430*,N,12,,43,76,*No drawing; near limb; 2 measures by C.
21 Apr 1859,431,N,15,,,,
21 Apr 1859,432,S,,13,,,
21 Apr 1859,433*,S,,15 + 11,,,"Drawing shows 4, but C gives 2 extra measures, one of which is separate group."
21 Apr 1859,434*,N,12,,66,74,No drawing; near limb; 2 measures by C.
,,,,,,,"Rn = 24.0, Rs = 41.8, R = 65.8."
5 May 1859,435,S,,13,,,
5 May 1859,436*,N,25,,,,*2 groups.
5 May 1859,437,S,,12,,,
5 May 1859,438,S,,18,,,
5 May 1859,439,S,,14,,,
5 May 1859,440,S,,13,95,105,
8 May 1859,436*,N,11,,,,*No drawing today - only 1 measure. Close to limb.
8 May 1859,437,S,,11,,,
8 May 1859,438,S,,26,,,
8 May 1859,439,S,,11,,,
8 May 1859,440,S,,11,,,
8 May 1859,441,N,19,,,,
8 May 1859,442,S,,13,,,
8 May 1859,444,S,,12,114,124,
12 May 1859,439,S,,11,,,
12 May 1859,440,S,,11,,,
12 May 1859,442,S,,17,,,
12 May 1859,441,N,39,,,,
12 May 1859,443,N,21,,,,
12 May 1859,444,S,,23,,,
12 May 1859,445,N,11,,133,114,
22 May 1859,445,N,11,,,,
22 May 1859,446,S,,22,,,2 groups
22 May 1859,447,N,13,,46,46,
26 May 1859,448,N,15,,,,
26 May 1859,450,N,28,,,,
26 May 1859,453,N,11,,,,
26 May 1859,449,S,,12,,,
26 May 1859,451,S,,12,,,
26 May 1859,452,S,,11,89,91,
,,,,,,,"Rn = 40.8, Rs = 54.6, R = 95.4."
5 Jun 1859,453,N,12,,,,
5 Jun 1859,456,N,18,,,,
5 Jun 1859,457,N,12,,,,
5 Jun 1859,458,N,11,,,,
5 Jun 1859,454,S,,16,,,
5 Jun 1859,455,S,,16,,,
5 Jun 1859,459,S,,11,96,87,
9 Jun 1859,455,S,,11,,,
9 Jun 1859,456,N,11,,,,
9 Jun 1859,457,N,14,,,,
9 Jun 1859,459,S,,11,,,
9 Jun 1859,460,N,18,,,,
9 Jun 1859,461,N,12,,,,
9 Jun 1859,465,N,11,,88,76,Very high latitude spot.
12 Jun 1859,459,S,,11,,,
12 Jun 1859,457,N,12,,,,
12 Jun 1859,458,N,11,,,,
12 Jun 1859,460,N,11,,,,
12 Jun 1859,462,S,,17,,,
12 Jun 1859,468,S,,12,,,
12 Jun 1859,467,S,,13,,,
12 Jun 1859,465,N,11,,,,
12 Jun 1859,466,N,11,,109,81,
16 Jun 1859,462,S,,18,,,
16 Jun 1859,463,N,11,,,,
16 Jun 1859,464,N,12,,,,
16 Jun 1859,466,N,11,,,,
16 Jun 1859,471,N,11,,,,
16 Jun 1859,468,S,,12,75,67,
23 Jun 1859,469,S,,11,,,
23 Jun 1859,470,S,,11,,,
23 Jun 1859,471,N,11,,,,
23 Jun 1859,477,S,,12,,,
23 Jun 1859,476,S,,12,,,
23 Jun 1859,475,N,12,,,,
23 Jun 1859,478,N,11,,80,121,
26 Jun 1859,470,S,,11,,,
26 Jun 1859,472,S,,11,,,
26 Jun 1859,476,S,,14,,,
26 Jun 1859,477,S,,18,,,
26 Jun 1859,479,S,,11,,,
26 Jun 1859,478,N,11,,76,91,
20 Jun 1859,474,N,12,,,,
20 Jun 1859,473,S,,12,,,
20 Jun 1859,476,S,,11,,,
20 Jun 1859,477,S,,12,,,
20 Jun 1859,479,S,,11,,,
20 Jun 1859,478,N,11,,,,
20 Jun 1859,481,N,12,,81,75,
,,,,,,,"Rn = 42.9, Rs = 43.6, R = 86.4."
3 Jul 1859,477,S,,11,,,
3 Jul 1859,479,S,,11,,,
3 Jul 1859,478,N,11,,,,
3 Jul 1859,480,N,14,,,,
3 Jul 1859,483,N,14,,,,
3 Jul 1859,485,N,11,,72,62,On limb - see C's note.
7 Jul 1859,484,S,,14,,,
7 Jul 1859,483,N,26,,,,
7 Jul 1859,485,N,11,,,,
7 Jul 1859,486,N,13,,64,74,
8 Jul 1859,484,S,,17,,,
8 Jul 1859,483,N,30,,,,
8 Jul 1859,487,S,,11,,,
8 Jul 1859,485,N,11,,,,
8 Jul 1859,486,N,13,,82,77,
10 Jul 1859,482,S,,12,,,
10 Jul 1859,484,S,,20,,,
10 Jul 1859,483,N,15,,,,
10 Jul 1859,487,S,,14,,,
10 Jul 1859,485,N,11,,,,
10 Jul 1859,486,N,13,,,,
10 Jul 1859,488,N,16,,101,80,
17 Jul 1859,487,S,,16,,,
17 Jul 1859,486,N,11,,,,
17 Jul 1859,488,N,14,,,,
17 Jul 1859,490,S,,16,,,
17 Jul 1859,492,S,,11,,,
17 Jul 1859,489,N,11,,,,
17 Jul 1859,491,N,18,,,,
17 Jul 1859,494,S,,15,,,Counted as a single group (but see C's note).
17 Jul 1859,493,N,19,,131,92,
21 Jul 1859,489,N,11,,,,
21 Jul 1859,491,N,11,,,,
21 Jul 1859,493,N,13,,,,
21 Jul 1859,494,S,,16,,,"494 and 495 in close proximity, but each has bipolar structure - 2 groups."
21 Jul 1859,495,S,,24,,,See above.
21 Jul 1859,496,N,18,,93,69,Single group today.
24 Jul 1859,491,N,12,,,,
24 Jul 1859,493,N,11,,,,
24 Jul 1859,494,S,,13,,,
24 Jul 1859,495,S,,26,,,
24 Jul 1859,498,S,,11,,,
24 Jul 1859,496/7,N,37,,,,496 and 497 counted as a single group today - see C's sequence of drawings.
24 Jul 1859,499,N,11,,121,126,
28 Jul 1859,494,S,,12,,,
28 Jul 1859,495,S,,21,,,
28 Jul 1859,498,S,,14,,,
28 Jul 1859,500,S,,13,,,
28 Jul 1859,496/7,N,50,,,,Counted as two groups today.
28 Jul 1859,501,N,11,,,,
28 Jul 1859,502,S,,11,132,65,494 and 502 very near limb - missed by Wolf??
31 Jul 1859,496/7,N,33,,,,C's drawing difficult to interpret. Two groups today.
31 Jul 1859,498,S,,23,,,
31 Jul 1859,501,N,16,,,,
31 Jul 1859,500,S,,11,,,
31 Jul 1859,503,N,21,,,,
31 Jul 1859,502,S,,14,118,99,
,,,,,,,"Rn = 59.7, Rs = 41.9, R = 101.6."
4 Aug 1859,501,N,12,,,,
4 Aug 1859,502,S,,12,,,
4 Aug 1859,503,N,40,,,,
4 Aug 1859,507,N,12,,,,
4 Aug 1859,506,S,,14,,,
4 Aug 1859,505,S,,12,102*,66,C's date wrong???  Rz for 3 Aug is 101; see also C's drawing sequence for 503.
11 Aug 1859,506,S,,16,,,
11 Aug 1859,504,N,11,,,,No drawing.
11 Aug 1859,507,N,12,,,,
11 Aug 1859,508,N,21,,60,49,
14 Aug 1859,506,S,,11,,,
14 Aug 1859,507,N,12*,,,,No drawing sequence - presumed unchanged since 11 Aug.
14 Aug 1859,508,N,15,,,,
14 Aug 1859,511,S,,11,,,
14 Aug 1859,513,S,,11,,,
14 Aug 1859,509,N,11,,,,
14 Aug 1859,512,N,12,,83,84,
18 Aug 1859,508,N,15,,,,
18 Aug 1859,512,N,26,,,,
18 Aug 1859,511,S,,12,,,
18 Aug 1859,514,S,,17,,,
18 Aug 1859,513,S,,17,,,
18 Aug 1859,515,N,15,,,,
18 Aug 1859,516,N,12,,114,101,
21 Aug 1859,510,N,18,,,,
21 Aug 1859,512,N,20,,,,
21 Aug 1859,511,S,,12,,,
21 Aug 1859,513,S,,14,,,
21 Aug 1859,514,S,,20,,,
21 Aug 1859,515,N,11,,,,
21 Aug 1859,516,N,15,,,,
21 Aug 1859,519,N,12,,,,
